station_id,day,num_stalls,sessions,energy_kwh,stall_minutes,utilization_pct,peak_concurrent,avg_queue_min,max_queue_min,busy_flag
Barcelo_Occidental_Tanger,03-Mar-2023,1,1,27.56,227.6,15.8055555555556,1,0,0,0
Barcelo_Occidental_Tanger,04-Mar-2023,1,1,22.62,202.8,14.0833333333333,1,0,0,0
Barcelo_Occidental_Tanger,05-Mar-2023,1,1,23.85,197.4,13.7083333333333,1,0,0,0
Barcelo_Occidental_Tanger,06-Mar-2023,1,1,22.65,183.7,12.7569444444444,1,0,0,0
Barcelo_Occidental_Tanger,07-Mar-2023,1,1,53.89,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,08-Mar-2023,1,1,39.15,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,10-Mar-2023,1,2,88.95,490,34.0277777777778,1,0,0,0
Barcelo_Occidental_Tanger,11-Mar-2023,1,1,24.46,198.3,13.7708333333333,1,0,0,0
Barcelo_Occidental_Tanger,15-Mar-2023,1,2,56.86,469.7,32.6180555555556,1,0,0,0
Barcelo_Occidental_Tanger,16-Mar-2023,1,2,120,600,41.6666666666667,1,0,0,0
Barcelo_Occidental_Tanger,17-Mar-2023,1,1,31.13,169.8,11.7916666666667,1,0,0,0
Barcelo_Occidental_Tanger,18-Mar-2023,1,1,10.16,86.7,6.02083333333333,1,0,0,0
Barcelo_Occidental_Tanger,20-Mar-2023,1,1,55.67,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,22-Mar-2023,1,1,56.9,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,23-Mar-2023,1,1,61.78,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,24-Mar-2023,1,1,25.02,202.8,14.0833333333333,1,0,0,0
Barcelo_Occidental_Tanger,25-Mar-2023,1,1,48.72,287.4,19.9583333333333,1,0,0,0
Barcelo_Occidental_Tanger,26-Mar-2023,1,1,48.91,266.8,18.5277777777778,1,0,0,0
Barcelo_Occidental_Tanger,27-Mar-2023,1,1,52.5,292.6,20.3194444444444,1,0,0,0
Barcelo_Occidental_Tanger,28-Mar-2023,1,1,54.42,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,29-Mar-2023,1,1,29.78,261.6,18.1666666666667,1,0,0,0
Barcelo_Occidental_Tanger,30-Mar-2023,1,1,26.48,235.1,16.3263888888889,1,0,0,0
Barcelo_Occidental_Tanger,31-Mar-2023,1,2,39.5,324.6,22.5416666666667,1,0,0,0
Barcelo_Occidental_Tanger,02-Apr-2023,1,1,27.4,226.4,15.7222222222222,1,0,0,0
Barcelo_Occidental_Tanger,03-Apr-2023,1,1,40.17,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,04-Apr-2023,1,1,29.33,257.2,17.8611111111111,1,0,0,0
Barcelo_Occidental_Tanger,08-Apr-2023,1,2,40.64,349.7,24.2847222222222,1,0,0,0
Barcelo_Occidental_Tanger,10-Apr-2023,1,1,30.91,271,18.8194444444444,1,0,0,0
Barcelo_Occidental_Tanger,11-Apr-2023,1,1,55.17,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,12-Apr-2023,1,1,28.91,238.7,16.5763888888889,1,0,0,0
Barcelo_Occidental_Tanger,13-Apr-2023,1,1,23.38,189.6,13.1666666666667,1,0,0,0
Barcelo_Occidental_Tanger,14-Apr-2023,1,3,105.83,671.9,46.6597222222222,1,0,0,0
Barcelo_Occidental_Tanger,15-Apr-2023,1,2,83.68,532.5,36.9791666666667,1,0,0,0
Barcelo_Occidental_Tanger,16-Apr-2023,1,1,62.89,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,17-Apr-2023,1,1,38.33,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,18-Apr-2023,1,1,30.91,287.4,19.9583333333333,1,0,0,0
Barcelo_Occidental_Tanger,19-Apr-2023,1,2,106.67,600,41.6666666666667,1,0,0,0
Barcelo_Occidental_Tanger,20-Apr-2023,1,1,62.42,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,21-Apr-2023,1,1,29.96,262.7,18.2430555555556,1,0,0,0
Barcelo_Occidental_Tanger,22-Apr-2023,1,2,60.16,528.2,36.6805555555556,1,0,0,0
Barcelo_Occidental_Tanger,23-Apr-2023,1,2,74.52,504.6,35.0416666666667,1,0,0,0
Barcelo_Occidental_Tanger,24-Apr-2023,1,1,17.09,138.5,9.61805555555556,1,0,0,0
Barcelo_Occidental_Tanger,27-Apr-2023,1,1,21.28,172.6,11.9861111111111,1,0,0,0
Barcelo_Occidental_Tanger,28-Apr-2023,1,1,62.89,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,29-Apr-2023,1,1,22.87,189.8,13.1805555555556,1,0,0,0
Barcelo_Occidental_Tanger,30-Apr-2023,1,2,56.11,463.3,32.1736111111111,1,0,0,0
Barcelo_Occidental_Tanger,03-May-2023,1,1,16.84,140.8,9.77777777777778,1,0,0,0
Barcelo_Occidental_Tanger,04-May-2023,1,1,28.91,238.7,16.5763888888889,1,0,0,0
Barcelo_Occidental_Tanger,05-May-2023,1,1,49.41,269.5,18.7152777777778,1,0,0,0
Barcelo_Occidental_Tanger,06-May-2023,1,1,42.59,253.3,17.5902777777778,1,0,0,0
Barcelo_Occidental_Tanger,07-May-2023,1,1,27.38,226.1,15.7013888888889,1,0,0,0
Barcelo_Occidental_Tanger,08-May-2023,1,1,53.89,293.9,20.4097222222222,1,0,0,0
Barcelo_Occidental_Tanger,09-May-2023,1,2,58.96,503,34.9305555555556,1,0,0,0
Barcelo_Occidental_Tanger,10-May-2023,1,1,40.77,222.4,15.4444444444444,1,0,0,0
Barcelo_Occidental_Tanger,11-May-2023,1,1,46.17,257.3,17.8680555555556,1,0,0,0
Barcelo_Occidental_Tanger,12-May-2023,1,2,114.01,598.6,41.5694444444444,1,0,0,0
Barcelo_Occidental_Tanger,13-May-2023,1,2,76.35,555.8,38.5972222222222,1,0,0,0
Barcelo_Occidental_Tanger,15-May-2023,1,1,22.71,188.1,13.0625,1,0,0,0
Barcelo_Occidental_Tanger,16-May-2023,1,1,63.1,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,17-May-2023,1,2,64.24,408.7,28.3819444444444,1,0,0,0
Barcelo_Occidental_Tanger,18-May-2023,1,2,46.38,376.1,26.1180555555556,1,0,0,0
Barcelo_Occidental_Tanger,19-May-2023,1,1,62.38,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,20-May-2023,1,2,38,312.1,21.6736111111111,1,0,0,0
Barcelo_Occidental_Tanger,21-May-2023,1,2,87.88,515.1,35.7708333333333,1,0,0,0
Barcelo_Occidental_Tanger,22-May-2023,1,1,29.64,259.9,18.0486111111111,1,0,0,0
Barcelo_Occidental_Tanger,23-May-2023,1,2,43.75,358.7,24.9097222222222,1,0,0,0
Barcelo_Occidental_Tanger,24-May-2023,1,1,58.24,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,25-May-2023,1,3,102.56,731.8,50.8194444444444,2,4.73333333333333,14.2,0
Barcelo_Occidental_Tanger,27-May-2023,1,1,20.98,170.1,11.8125,1,0,0,0
Barcelo_Occidental_Tanger,28-May-2023,1,1,24.46,202.6,14.0694444444444,1,0,0,0
Barcelo_Occidental_Tanger,29-May-2023,1,1,27.4,226.3,15.7152777777778,1,0,0,0
Barcelo_Occidental_Tanger,31-May-2023,1,1,57.05,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,01-Jun-2023,1,2,56.18,457.1,31.7430555555556,1,0,0,0
Barcelo_Occidental_Tanger,02-Jun-2023,1,1,29.23,256.3,17.7986111111111,1,0,0,0
Barcelo_Occidental_Tanger,03-Jun-2023,1,2,49.16,406.5,28.2291666666667,1,0,0,0
Barcelo_Occidental_Tanger,04-Jun-2023,1,1,27.66,243.5,16.9097222222222,1,0,0,0
Barcelo_Occidental_Tanger,05-Jun-2023,1,2,79.41,506.7,35.1875,1,0,0,0
Barcelo_Occidental_Tanger,06-Jun-2023,1,1,17.8,144.3,10.0208333333333,1,0,0,0
Barcelo_Occidental_Tanger,07-Jun-2023,1,1,23.91,193.8,13.4583333333333,1,0,0,0
Barcelo_Occidental_Tanger,09-Jun-2023,1,1,17.38,145,10.0694444444444,1,0,0,0
Barcelo_Occidental_Tanger,10-Jun-2023,1,2,110.61,586.5,40.7291666666667,1,0,0,0
Barcelo_Occidental_Tanger,12-Jun-2023,1,1,27.72,244,16.9444444444444,1,0,0,0
Barcelo_Occidental_Tanger,13-Jun-2023,1,2,41.78,357.9,24.8541666666667,1,0,0,0
Barcelo_Occidental_Tanger,14-Jun-2023,1,1,23.31,189,13.125,1,0,0,0
Barcelo_Occidental_Tanger,16-Jun-2023,1,2,50.57,433,30.0694444444444,1,0,0,0
Barcelo_Occidental_Tanger,17-Jun-2023,1,1,26.14,215.8,14.9861111111111,1,0,0,0
Barcelo_Occidental_Tanger,18-Jun-2023,1,2,51.21,438.4,30.4444444444444,1,0,0,0
Barcelo_Occidental_Tanger,21-Jun-2023,1,2,75.33,473.4,32.875,1,0,0,0
Barcelo_Occidental_Tanger,22-Jun-2023,1,1,29.3,257,17.8472222222222,1,0,0,0
Barcelo_Occidental_Tanger,23-Jun-2023,1,2,55.35,472,32.7777777777778,1,0,0,0
Barcelo_Occidental_Tanger,24-Jun-2023,1,2,80.62,515.8,35.8194444444444,1,0,0,0
Barcelo_Occidental_Tanger,25-Jun-2023,1,1,25.62,211.6,14.6944444444444,1,0,0,0
Barcelo_Occidental_Tanger,26-Jun-2023,1,1,29.25,256.5,17.8125,1,0,0,0
Barcelo_Occidental_Tanger,27-Jun-2023,1,2,83.67,537.6,37.3333333333333,1,0,0,0
Barcelo_Occidental_Tanger,28-Jun-2023,1,2,79.93,542.6,37.6805555555556,1,0,0,0
Barcelo_Occidental_Tanger,30-Jun-2023,1,1,18.13,150.9,10.4791666666667,1,0,0,0
Barcelo_Occidental_Tanger,01-Jul-2023,1,1,29.39,257.7,17.8958333333333,1,0,0,0
Barcelo_Occidental_Tanger,02-Jul-2023,1,1,36.66,204,14.1666666666667,1,0,0,0
Barcelo_Occidental_Tanger,03-Jul-2023,1,1,26.36,217.7,15.1180555555556,1,0,0,0
Barcelo_Occidental_Tanger,04-Jul-2023,1,1,19.38,157.1,10.9097222222222,1,0,0,0
Barcelo_Occidental_Tanger,05-Jul-2023,1,1,43.42,242.7,16.8541666666667,1,0,0,0
Barcelo_Occidental_Tanger,06-Jul-2023,1,2,50.99,436.7,30.3263888888889,1,0,0,0
Barcelo_Occidental_Tanger,07-Jul-2023,1,2,37.4,303.2,21.0555555555556,1,0,0,0
Barcelo_Occidental_Tanger,08-Jul-2023,1,1,26.17,216.1,15.0069444444444,1,0,0,0
Barcelo_Occidental_Tanger,10-Jul-2023,1,2,84.43,518.2,35.9861111111111,1,0,0,0
Barcelo_Occidental_Tanger,11-Jul-2023,1,2,84.35,516.6,35.875,1,0,0,0
Barcelo_Occidental_Tanger,12-Jul-2023,1,1,15.23,123.5,8.57638888888889,1,0,0,0
Barcelo_Occidental_Tanger,13-Jul-2023,1,2,74.04,492.2,34.1805555555556,1,0,0,0
Barcelo_Occidental_Tanger,14-Jul-2023,1,2,81.74,488.7,33.9375,1,0,0,0
Barcelo_Occidental_Tanger,16-Jul-2023,1,2,47.39,392.1,27.2291666666667,1,0,0,0
Barcelo_Occidental_Tanger,18-Jul-2023,1,1,40.83,226.8,15.75,1,0,0,0
Barcelo_Occidental_Tanger,19-Jul-2023,1,1,26.22,216.5,15.0347222222222,1,0,0,0
Barcelo_Occidental_Tanger,20-Jul-2023,1,1,23.48,190.4,13.2222222222222,1,0,0,0
Barcelo_Occidental_Tanger,22-Jul-2023,1,1,26.29,232.9,16.1736111111111,1,0,0,0
Barcelo_Occidental_Tanger,23-Jul-2023,1,1,48.97,273.1,18.9652777777778,1,0,0,0
Barcelo_Occidental_Tanger,24-Jul-2023,1,1,23.32,189.1,13.1319444444444,1,0,0,0
Barcelo_Occidental_Tanger,27-Jul-2023,1,1,26.3,217.2,15.0833333333333,1,0,0,0
Barcelo_Occidental_Tanger,29-Jul-2023,1,1,23.85,193.4,13.4305555555556,1,0,0,0
Barcelo_Occidental_Tanger,30-Jul-2023,1,1,26.2,216.3,15.0208333333333,1,0,0,0
Barcelo_Occidental_Tanger,31-Jul-2023,1,2,60.92,466.5,32.3958333333333,1,0,0,0
Barcelo_Occidental_Tanger,01-Aug-2023,1,1,20.24,168.1,11.6736111111111,1,0,0,0
Barcelo_Occidental_Tanger,02-Aug-2023,1,1,15.64,130.8,9.08333333333333,1,0,0,0
Barcelo_Occidental_Tanger,03-Aug-2023,1,1,56,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,04-Aug-2023,1,2,60.7,489.7,34.0069444444444,1,0,0,0
Barcelo_Occidental_Tanger,05-Aug-2023,1,1,39.77,221.2,15.3611111111111,1,0,0,0
Barcelo_Occidental_Tanger,06-Aug-2023,1,1,26.14,215.8,14.9861111111111,1,0,0,0
Barcelo_Occidental_Tanger,07-Aug-2023,1,1,23.29,188.8,13.1111111111111,1,0,0,0
Barcelo_Occidental_Tanger,08-Aug-2023,1,2,84.24,515.8,35.8194444444444,1,0,0,0
Barcelo_Occidental_Tanger,09-Aug-2023,1,1,26.23,216.6,15.0416666666667,1,0,0,0
Barcelo_Occidental_Tanger,10-Aug-2023,1,1,50.12,273.4,18.9861111111111,1,0,0,0
Barcelo_Occidental_Tanger,11-Aug-2023,1,1,41.64,247.9,17.2152777777778,1,0,0,0
Barcelo_Occidental_Tanger,13-Aug-2023,1,1,21.85,177.2,12.3055555555556,1,0,0,0
Barcelo_Occidental_Tanger,15-Aug-2023,1,1,26.4,218,15.1388888888889,1,0,0,0
Barcelo_Occidental_Tanger,16-Aug-2023,1,1,27.18,224.4,15.5833333333333,1,0,0,0
Barcelo_Occidental_Tanger,17-Aug-2023,1,1,26.16,216,15,1,0,0,0
Barcelo_Occidental_Tanger,19-Aug-2023,1,1,26.34,217.5,15.1041666666667,1,0,0,0
Barcelo_Occidental_Tanger,20-Aug-2023,1,1,46.95,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,21-Aug-2023,1,1,58.38,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,22-Aug-2023,1,2,81.45,486.8,33.8055555555556,1,0,0,0
Barcelo_Occidental_Tanger,23-Aug-2023,1,1,27.01,223.1,15.4930555555556,1,0,0,0
Barcelo_Occidental_Tanger,24-Aug-2023,1,1,58.24,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,25-Aug-2023,1,1,56.82,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,26-Aug-2023,1,1,29.09,255.1,17.7152777777778,1,0,0,0
Barcelo_Occidental_Tanger,27-Aug-2023,1,1,56.24,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,28-Aug-2023,1,1,17.01,141.8,9.84722222222222,1,0,0,0
Barcelo_Occidental_Tanger,30-Aug-2023,1,1,26.87,221.9,15.4097222222222,1,0,0,0
Barcelo_Occidental_Tanger,31-Aug-2023,1,1,23.91,193.8,13.4583333333333,1,0,0,0
Barcelo_Occidental_Tanger,01-Sep-2023,1,1,29.11,255.3,17.7291666666667,1,0,0,0
Barcelo_Occidental_Tanger,02-Sep-2023,1,2,88.19,515.5,35.7986111111111,1,0,0,0
Barcelo_Occidental_Tanger,03-Sep-2023,1,2,38.64,317.2,22.0277777777778,1,0,0,0
Barcelo_Occidental_Tanger,04-Sep-2023,1,1,16.67,135.2,9.38888888888889,1,0,0,0
Barcelo_Occidental_Tanger,05-Sep-2023,1,1,57.96,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,06-Sep-2023,1,1,50.57,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,07-Sep-2023,1,2,68.01,393.6,27.3333333333333,1,0,0,0
Barcelo_Occidental_Tanger,08-Sep-2023,1,1,50.95,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,09-Sep-2023,1,2,52.48,444.7,30.8819444444444,1,0,0,0
Barcelo_Occidental_Tanger,10-Sep-2023,1,1,23.49,209.8,14.5694444444444,1,0,0,0
Barcelo_Occidental_Tanger,11-Sep-2023,1,2,55.46,472.9,32.8402777777778,1,0,0,0
Barcelo_Occidental_Tanger,12-Sep-2023,1,1,55.33,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,14-Sep-2023,1,1,22.35,181.2,12.5833333333333,1,0,0,0
Barcelo_Occidental_Tanger,15-Sep-2023,1,1,22.7,188,13.0555555555556,1,0,0,0
Barcelo_Occidental_Tanger,16-Sep-2023,1,1,51.7,282,19.5833333333333,1,0,0,0
Barcelo_Occidental_Tanger,17-Sep-2023,1,1,29.07,254.9,17.7013888888889,1,0,0,0
Barcelo_Occidental_Tanger,18-Sep-2023,1,2,54.86,483.5,33.5763888888889,1,0,0,0
Barcelo_Occidental_Tanger,21-Sep-2023,1,1,21.89,196.7,13.6597222222222,1,0,0,0
Barcelo_Occidental_Tanger,22-Sep-2023,1,1,24.72,204.3,14.1875,1,0,0,0
Barcelo_Occidental_Tanger,23-Sep-2023,1,2,75.37,488,33.8888888888889,1,0,0,0
Barcelo_Occidental_Tanger,25-Sep-2023,1,1,26.42,218.1,15.1458333333333,1,0,0,0
Barcelo_Occidental_Tanger,26-Sep-2023,1,1,41.53,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,27-Sep-2023,1,1,59.2,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,29-Sep-2023,1,2,70.83,463.9,32.2152777777778,1,0,0,0
Barcelo_Occidental_Tanger,30-Sep-2023,1,1,51.6,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,01-Oct-2023,1,1,48.49,269.3,18.7013888888889,1,0,0,0
Barcelo_Occidental_Tanger,02-Oct-2023,1,2,48.32,395.8,27.4861111111111,1,0,0,0
Barcelo_Occidental_Tanger,05-Oct-2023,1,1,45.62,269.1,18.6875,1,0,0,0
Barcelo_Occidental_Tanger,06-Oct-2023,1,1,26.41,240.1,16.6736111111111,1,0,0,0
Barcelo_Occidental_Tanger,07-Oct-2023,1,1,24.5,202.6,14.0694444444444,1,0,0,0
Barcelo_Occidental_Tanger,09-Oct-2023,1,1,50.93,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,10-Oct-2023,1,2,52.04,426,29.5833333333333,1,0,0,0
Barcelo_Occidental_Tanger,11-Oct-2023,1,2,52.35,428.8,29.7777777777778,1,0,0,0
Barcelo_Occidental_Tanger,12-Oct-2023,1,1,47.85,265.9,18.4652777777778,1,0,0,0
Barcelo_Occidental_Tanger,13-Oct-2023,1,2,55.11,467.9,32.4930555555556,1,0,0,0
Barcelo_Occidental_Tanger,15-Oct-2023,1,1,56.32,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,16-Oct-2023,1,1,20.07,166.7,11.5763888888889,1,0,0,0
Barcelo_Occidental_Tanger,17-Oct-2023,1,1,20.37,169.1,11.7430555555556,1,0,0,0
Barcelo_Occidental_Tanger,18-Oct-2023,1,2,100.06,545.7,37.8958333333333,1,0,0,0
Barcelo_Occidental_Tanger,19-Oct-2023,1,1,27.38,226.1,15.7013888888889,1,0,0,0
Barcelo_Occidental_Tanger,20-Oct-2023,1,1,24.52,198.8,13.8055555555556,1,0,0,0
Barcelo_Occidental_Tanger,22-Oct-2023,1,2,78.18,506.3,35.1597222222222,1,0,0,0
Barcelo_Occidental_Tanger,23-Oct-2023,1,1,26.14,215.9,14.9930555555556,1,0,0,0
Barcelo_Occidental_Tanger,24-Oct-2023,1,1,24.52,218,15.1388888888889,1,0,0,0
Barcelo_Occidental_Tanger,25-Oct-2023,1,1,26.17,216.1,15.0069444444444,1,0,0,0
Barcelo_Occidental_Tanger,27-Oct-2023,1,2,68.91,447.6,31.0833333333333,1,0,0,0
Barcelo_Occidental_Tanger,28-Oct-2023,1,1,21.54,178.6,12.4027777777778,1,0,0,0
Barcelo_Occidental_Tanger,29-Oct-2023,1,1,29.04,254.7,17.6875,1,0,0,0
Barcelo_Occidental_Tanger,30-Oct-2023,1,2,73.95,488.7,33.9375,1,0,0,0
Barcelo_Occidental_Tanger,31-Oct-2023,1,1,63.19,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,02-Nov-2023,1,2,53.57,442.4,30.7222222222222,1,0,0,0
Barcelo_Occidental_Tanger,04-Nov-2023,1,2,85.4,558.6,38.7916666666667,1,0,0,0
Barcelo_Occidental_Tanger,05-Nov-2023,1,1,56.61,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,06-Nov-2023,1,1,56.72,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,07-Nov-2023,1,1,40.69,226.3,15.7152777777778,1,0,0,0
Barcelo_Occidental_Tanger,08-Nov-2023,1,1,20.62,167.2,11.6111111111111,1,0,0,0
Barcelo_Occidental_Tanger,10-Nov-2023,1,1,24.48,202.6,14.0694444444444,1,0,0,0
Barcelo_Occidental_Tanger,11-Nov-2023,1,1,50.47,281.2,19.5277777777778,1,0,0,0
Barcelo_Occidental_Tanger,12-Nov-2023,1,1,32.08,281.3,19.5347222222222,1,0,0,0
Barcelo_Occidental_Tanger,13-Nov-2023,1,1,49.55,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,14-Nov-2023,1,1,15.56,130.3,9.04861111111111,1,0,0,0
Barcelo_Occidental_Tanger,17-Nov-2023,1,1,26.29,217.1,15.0763888888889,1,0,0,0
Barcelo_Occidental_Tanger,18-Nov-2023,1,1,26.49,218.8,15.1944444444444,1,0,0,0
Barcelo_Occidental_Tanger,19-Nov-2023,1,1,53.53,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,20-Nov-2023,1,1,56.27,300,20.8333333333333,1,0,0,0
Barcelo_Occidental_Tanger,21-Nov-2023,1,1,32.08,281.3,19.5347222222222,1,0,0,0
Barcelo_Occidental_Tanger,22-Nov-2023,1,1,28.91,238.7,16.5763888888889,1,0,0,0
Barcelo_Occidental_Tanger,23-Nov-2023,1,1,25.6,207.5,14.4097222222222,1,0,0,0
Barcelo_Occidental_Tanger,24-Nov-2023,1,1,28.91,238.7,16.5763888888889,1,0,0,0
